regime,seed,event_rank,event_epoch,event_score,takeover_epoch,event_selfrep_index,event_tape_hex,slot_match_count,focal_slot,partner_slot,focal_role,a_first,focal_before_hex,focal_before_strip,partner_hex,partner_strip,focal_after_hex,focal_after_strip,replay_termination_reason,replay_steps,replay_exact,partner_static_proto_loop_count,partner_static_proto_loop_present,first_proto_found,first_proto_step,first_proto_open_side,first_proto_close_side,first_proto_ops,first_proto_dh0,first_proto_dh1,first_proto_span_changed,loops_before_first_proto,nonproto_before_first_proto,dynamic_class
N,99,1,421,63.0,,0,bbca5bcd0f2cee3c597dd56c837fd8655d722c512f1b1b752f01514d2c1272455d5d4572122c4d51012f751b1b2f512c725d65d87f836cd57d593cee2c0fcd5b,1,11363,,p2,0,5d6245b372c112182cb64dd5516701442ff075eb1b562b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b2b1497,"],++++++++++++++++++++++++++++++++++++++++",bb680709ca9ed8985bdb93d9cd85d5c10fdce8f22c1c6589ee47af0b3c998ad9597565f67db3c2a3d54554f06c7ebf3683fa9e787fef505ad8a735bd65e17d35,"[,<}}",bbca5bcd0f2cee3c597dd56c837fd8655d722c512f1b1b752f01514d2c1272455d5d4572122c4d51012f751b1b2f512c725d65d87f836cd57d593cee2c0fcd5b,"[,<}],,]],,]}<,[",step_cap,8192,1,0,0,1,65,partner,focal,",<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
N,99,2,772,63.0,,0,515b29b99a7dd9ee8ab9776a7f3c612c5da5cd686868686868686868cd49a5825d82a549cd686868686868686868cda55d2c613c7f6a77b98aeed97d9ab9295b,1,120786,,p2,0,5d5e8248a5874942cdff68686868686868686868686868686868686868686868686868686868686868686868686868686868686868686868686868686868684e,],514204a55b1c6059295487c1b9b70f7e9a51d97d7d1f8c55d94d83c6eea9cd5c8a48f112b901c92777f2b04d6a0567077f54f1bd3c35c0e861a446422c8ea08f,"[}}<,",515b29b99a7dd9ee8ab9776a7f3c612c5da5cd686868686868686868cd49a5825d82a549cd686868686868686868cda55d2c613c7f6a77b98aeed97d9ab9295b,"[}<,]]],<}[",step_cap,8192,1,0,0,1,65,partner,focal,"}}<,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,1,1,1777,64.0,,0,485ba43cf5b33f091463972c2c7d0a3d5ddadf1e347676ec34a01e1edf40da2cda40df1e1ea034ec7676341edfda5d3d0a7d2c2c976314093fb3f53ca45b4834,1,105741,49572,p2,,5d2b2c40da6940dfdf501edd1e14a09f34a5eca276873b650f997c2ea6d5853b4de39bca3b449b8575b1ca203e52a11b44f5ffa581a4db36908a8de9ea3d3a2a,"]+,.>",d92c349b488e5b27a4d62c803c7d8a4af55cde63b3b5b0563fd32c8f09b181011414488c638cdd8c978c3d462c8c3cb92c0b53af7d8f50870a9797033d3d373e,",[,<},,<,}>",485ba43cf5b33f091463972c2c7d0a3d5ddadf1e347676ec34a01e1edf40da2cda40df1e1ea034ec7676341edfda5d3d0a7d2c2c976314093fb3f53ca45b4834,"[<,,}],]},,<[",step_cap,8192,1,0,0,1,65,partner,focal,",<},,<,}>",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,1,2,1791,62.0,,0,62477d2c2c97635b0b3cf97d71822c5d5bcd60e4ade41660facd465b7f5d5d7f5b46cdfa6016e4ade460cd5b5d2c82717df93c0b5b63972c2c7d47621e030303,1,56986,48241,p2,,155d507fd65b5b4631cd5bfac660d616bee461ad5b1dadba5b5b1762e35bf8d64992354dbc5e975b5d27995b5a07ab2c5b6cab905e3582e287a724ababab5c5c,"][[[[[[[[][,[",0303f91ef9622c473c01ed010b7d44535b2c743c632cdd3d97973ddd2c633c742c5b53447d0b01ed013c472c62f91ef9037d0316647164b89082e863022c2c2c,",<}[,<,,<,[}<,},,,",62477d2c2c97635b0b3cf97d71822c5d5bcd60e4ade41660facd465b7f5d5d7f5b46cdfa6016e4ade460cd5b5d2c82717df93c0b5b63972c2c7d47621e030303,"},,[<},][[]][[],}<[,,}",step_cap,8192,1,0,0,1,66,partner,focal,"}<,},,,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,6,1,2102,63.0,,0,4cd18243e3a5c2ff5b5b5b3c7d5e252c5df02bc6b6b603c67b2b72f0865d86f0722b7bc603b6b6c62bf05d2c255e7d3c5b5b5bffc2a5e34382d14cf725e292b0,1,122611,15983,p2,,689d685d688668f06872682b687b68c6680368b6681f68ca685c681968fc682068a668aa68c268cd682c68d068cf687368c2681e689c685b2f979700303db0b0,"]+{,[0",0192abe24c2522f7ac4cabd14482b2432526abe37b01a5a5035a84c24227cdff3c5b5b5b5b5b5b5b5b5b5b5b5b5b5b3c157d7d7da516305e7b153d25c57c462c,"{<[[[[[[[[[[[[[[<}}}{,",4cd18243e3a5c2ff5b5b5b3c7d5e252c5df02bc6b6b603c67b2b72f0865d86f0722b7bc603b6b6c62bf05d2c255e7d3c5b5b5bffc2a5e34382d14cf725e292b0,"[[[<},]+{+]+{+],}<[[[",step_cap,8192,1,0,0,1,68,partner,focal,"<}}}{,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,6,2,2713,62.0,,0,95e7e5343d2c5b575b7d574a2c57f03c38f63d5d957affc1e7d93dd9e7c1ff7a955d3df6383cf0572c4a577d5b575b2c3d34e5e7957affc1e7d9c937e5ad1e59,1,89901,79894,p2,,5dac2f89950d750a7add89ebff54a05fc13a512ae71b5fe7d9158e90c9e0c155370690c3e53a9d5fade8e8511ee45f5959e4593d343e61188a3e3d5b5b009d9d,]>>[[0,1672377b3d3a382b2c2c575b5b572c2c575b5b575b2c577d7d572c2c572c2c574a2c573b2c57e47d57c82c57f05b3c473c3c2783388f3c2ef6197bc53ddbb719,"{+,,[[,,[[[,}},,,,,,},[<<<<.{",95e7e5343d2c5b575b7d574a2c57f03c38f63d5d957affc1e7d93dd9e7c1ff7a955d3df6383cf0572c4a577d5b575b2c3d34e5e7957affc1e7d9c937e5ad1e59,",[[},<]]<,}[[,",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,9,1,1686,63.0,,0,3b5b3f3e7b3eb28888883c888851888888ff888888885434cef17f2e534e4d4d5d4d4d4e532e7ff1ce345488888888ff8888885188883c888888b23e7b3e3f5b,1,81533,71997,p2,,5dabffd968d369f2106a9eb09c3a8ba697979797369797979797979797979797979797979797979797979797971f209797978c978c8c97971e97977bf92c393c,"]{,<",3b5b5b3f3f3d3e3c7b3c3e3eb2888888888888883c88888888885188883c88888888ff88888888888888880e544b34a6ced5f1fc7f3c2e68531a4e424d4d4d42,[[><{<>><<<.,3b5b3f3e7b3eb28888883c888851888888ff888888885434cef17f2e534e4d4d5d4d4d4e532e7ff1ce345488888888ff8888885188883c888888b23e7b3e3f5b,[>{><.].<>{>[,step_cap,8192,1,0,0,1,65,partner,focal,><{<>><<<.,-2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,9,2,2876,64.0,,0,781a5b78785b9393d5e2e25b9341609448602941d5fd1c939f933cfd2c78287dd5937678d55dd5787693d57d28782cfd3c939f931cfdd541296048946041935b,1,112278,44772,p2,,17173c9696319393d5e2e22293e3609448602929d51c1c939f933c962c2f287dd5937693d52e3c3cd5b7016ae793e45d453c5c5da13c555d1a55005da45d5d5d,"<<,}.<<]<]<]0]]]]",7b3e78fd415b78785b1a781a783b783c1a787891fe99783c5aa278782c77782c786f7825f378780383a67826d30878785e4a788fb13c3cf1af3c783c3af18ff1,"{>[[<<,,<<<<",781a5b78785b9393d5e2e25b9341609448602941d5fd1c939f933cfd2c78287dd5937678d55dd5787693d57d28782cfd3c939f931cfdd541296048946041935b,"[[[<,}]},<[",step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,10,1,1043,62.0,,0,2c6c72115b3e66d84316c1372e2f387b5db4551d0163632201aa1d8e553bb4f65df6b43b558e1daa01226363011d55b45d7b382f2e37c11643d8663e5b11726c,1,98661,84733,p2,,5db4f60eb4063b9755cc8e901d10aaa3018c220c63755a3d5281bad6605c1d866d60b04dd8442d0735bd0bd4c34c583bbc520c0c7b8082890ce9b77e3fe839b7,]-{,2c993b6c6ca4a47272b6b611117b295b5bc3c33e3e8ef3f3668b8bd8d8d8c9434387fbfb16c2c233c1c1c337373494942e4c4c4d2f2fe338384f766a7b37377c,",{[[>>.{",2c6c72115b3e66d84316c1372e2f387b5db4551d0163632201aa1d8e553bb4f65df6b43b558e1daa01226363011d55b45d7b382f2e37c11643d8663e5b11726c,",[>.{]]]{.>[",step_cap,8192,1,0,0,1,65,partner,focal,>>.{,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,10,2,2594,63.0,,0,5b5bb5b38074383e757b2e010db601de8e01afeb2e0eae1a6a8b3e3d0f3c405d035d403c0f3d3e8b6a1aae0e2eebaf018ede01b60d012e7b753e387480b3b55b,1,110923,120120,p2,,5d2103522d2d2dfcf32d59fb2d2d2df9cf2d2d2d2d2d2d012d2d2d212d2b2d2d2d2d2d2d2d2d2d2d2d2d2d2d2d2df42d33bbea3a2d3aea9dea5abf31922c0992,"]-----------------+------------------,",b1305bf55bffb5f5b3c680e6744738c63ec675b57b8b2e7901810d67b6ac0121deec8e5b0153af3cebb32e7b0e67ae1f1a896a808b013e403d100fbe3c1b403c,[[>{.[<.{><<,5b5bb5b38074383e757b2e010db601de8e01afeb2e0eae1a6a8b3e3d0f3c405d035d403c0f3d3e8b6a1aae0e2eebaf018ede01b60d012e7b753e387480b3b55b,[[>{..><]]<>..{>[,step_cap,8192,1,0,0,1,65,partner,focal,<.{><<,-2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,15,1,1650,63.0,6511,0,03cf5b44d8e31b222c77e47dda5e003c5dad57c17a0b0b527a10c1a557dfad0c5d793c00005e5e4fdada7d45e4d977602cac22ee1bafe3bed8f844535b03cf02,1,69594,37861,p2,,5d4f0cdaad70df77572ba5e1c1b910367a8052a70bba39415f684b020dc7fd4b52cc0ecabf8ea232f5c56746d43de2e7f9846c65f5f246b98ee3669d3c3c014b,]+<<,037402cfcfcf03035b5b53534444f8f8d8d8bebee3e3afaf1b1beeee2222acac2c2c60607777d9d9e4e445457d7ddaadda304f305e0d5e00000000003c3a7940,"[[,,}}00000<",03cf5b44d8e31b222c77e47dda5e003c5dad57c17a0b0b527a10c1a557dfad0c5d793c00005e5e4fdada7d45e4d977602cac22ee1bafe3bed8f844535b03cf02,"[,}0<]]<00},[",ip_out_of_bounds,3690,1,0,0,1,65,partner,focal,",,}}<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,15,2,2511,63.0,6511,0,105b5b2c5b5b5bba69780f7e8e2c7d3c5d105d5d105d105d5d105d5d105d5d5d5d105d5d105d5d105d105d5d105d3c7d2c8e7e0f7869ba5b5b5b2c5b5b105b67,1,128508,29103,p2,,105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d105d5d10905d909696b456730c5673a1b43a28282828,]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]],675b5b5b5b5b5b5b5b905b5b5b3c2c3c5b5b5b5b5b5b5b5b5b5b5b5beeb1ba2f3bd169f2c6b978da68cf0f77b13e7eb68b4f8e8e77772ca2c22c7d7d796a3c3c,"[[[[[[[[[[[<,<[[[[[[[[[[[[>,,}}<<",105b5b2c5b5b5bba69780f7e8e2c7d3c5d105d5d105d105d5d105d5d105d5d5d5d105d5d105d5d105d105d5d105d3c7d2c8e7e0f7869ba5b5b5b2c5b5b105b67,"[[,[[[,}<]]]]]]]]]]]]]]]]]]]]<},[[[,[[[",step_cap,8192,1,0,0,1,66,partner,focal,">,,}}<<",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,21,1,231,63.0,10554,0,dc710f468a5bf657e31da17dd0173c2cb6585d9f1880af189b9f855d1f1f5d859f9b18af80189f5d58b62c3c17d07da11de357f65b8a460f71dc72cd70170eda,1,95381,125508,p2,,cfb6197d60584b1fef5df3858c9ff39b7418dfaf97803693eb72ad520a1859db1a305b1508be093bfc34449e3f4abc55feaa58a68bdc5dc588380f8bd9f649ff,}][],d9dad90e0e17177070cdcd7272dcdc71710f0f46468a8ab4b45b5bf6f658585757e3be19311df6eae2a10701c47d760c85d0eca5d617c7d3ac3c3609812c4515,"[[}<,",dc710f468a5bf657e31da17dd0173c2cb6585d9f1880af189b9f855d1f1f5d859f9b18af80189f5d58b62c3c17d07da11de357f65b8a460f71dc72cd70170eda,"[}<,]]]],<}[",step_cap,8192,1,0,0,1,74,partner,focal,"}<,}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,21,2,398,63.0,10554,0,2f68e4495b0c50aa2ebc7b3e15525a465da7eaaf2294948c2248af2ceaaaa7655d5d65a7aaea2caf48228c949422afeaa75d465a52153e7bbc2eaa500c5b49e4,1,2038,102769,p2,,5d8f65eca796aa4eea410019af62482d22ea8c2094da624f174d802cfad35b43fff0e779b2be5b012815d50eeeaae0689926a985a03827d77adb28b96db7fc5a,"]0-,[[",2f75aebc68704acee4925049492f2f725bfd49dd0ce4570c50ddc349aafd2f5b2e72eb2fbc2ff9497b4975503e92f0e415ce554a5270b1685abc03ae46753e2f,[[.{>>,2f68e4495b0c50aa2ebc7b3e15525a465da7eaaf2294948c2248af2ceaaaa7655d5d65a7aaea2caf48228c949422afeaa75d465a52153e7bbc2eaa500c5b49e4,"[.{>],]],]>{.[",step_cap,8192,1,0,0,1,65,partner,focal,.{>>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,37,1,2683,63.0,,0,b32540ea105bb9013cd1f669997d792c5d3b17cc333a331fcc4317903bf15df13b901743cc1f333a33cc173b5d2c797d9969f6d13c01b95b10ea4025b308f16e,1,61709,3206,p2,,268c5d26f14d3b5b904717bc43bacc131f3133a33a333a73d36ba3d56bd35b5c5bef3091ea6b1e686b9f7d6bc8be37f8507ac3f56bef7b6b3437ff3c42a7d96e,][[[}{<,612ff1f30826b31525ff40744cfeea59d24610b5545b5bda6709b992eac901edc4bb3c115e7cd1a122cdf6235b5a699836c0997dd0367dc03d8479793c2c2cf5,"[[<[}}<,,",b32540ea105bb9013cd1f669997d792c5d3b17cc333a331fcc4317903bf15df13b901743cc1f333a33cc173b5d2c797d9969f6d13c01b95b10ea4025b308f16e,"[<},]]],}<[",step_cap,8192,1,0,0,1,67,partner,focal,"}}<,,",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,37,2,2769,64.0,,0,6a2c5b5b5b5b5b5b5b363c552c7d3b5d3d784d3d0f803dfa4d3d78913dea5d5dea3d91783d4dfa3d800f3d4d783d5d3b7d2c553c365b5b5b5b5b5b5b2c6a6ad1,1,125319,90171,p2,,5d75ea923d3d913b78d33d3d4d80fa203d3d80610fa13d3d5a2e2bb63d3d177df8963d3d0c532f933d3d549333e23d3d976738d93d3d3c1d3c033d3d0a3c9dd1,].+}<<<,6aacf25b5b4b5b5b2c5b5b2c5b8e5b5b5b5b5b5b5b4b5b5b5b3c5b5b5b4b5b5b5b5b5b5b5b4b5b5b365be35b3c4b3502550255352c8f368f7d917d913b8f3b91,"[[[[,[[,[[[[[[[[[[[<[[[[[[[[[[[[[[<,}}",6a2c5b5b5b5b5b5b5b363c552c7d3b5d3d784d3d0f803dfa4d3d78913dea5d5dea3d91783d4dfa3d800f3d4d783d5d3b7d2c553c365b5b5b5b5b5b5b2c6a6ad1,",[[[[[[[<,}]]]]},<[[[[[[[,",step_cap,8192,1,0,0,1,65,partner,focal,"<,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,45,1,275,63.0,,0,0b3e66077cd85b10713c6d1c214ee12c7d33b6fff1dfdf0ef103ff39b631335d5d3331b639ff03f10edfdff1ffb6337d2ce14e211c6d3c71105bd87c07663e0b,1,34068,60378,p2,,7d7d5d1133d93105b6cc39abff3903f9f15e0e49df1b1fb93c39912f89168a454f33cc9c329cd36e20202f1f38292e57e07c54075d5b3170afcd3172d6d34c75,}}]<.][,dbdb0b5c3e348c05665f77ce070430547c54c9c5d85198055be5193810b8f67971abc1a63cc68fab6d6e07631cf6a77221806d0a4ed7322ce18d36272cd081e2,">[<,,",0b3e66077cd85b10713c6d1c214ee12c7d33b6fff1dfdf0ef103ff39b631335d5d3331b639ff03f10edfdff1ffb6337d2ce14e211c6d3c71105bd87c07663e0b,">[<,}]]},<[>",step_cap,8192,1,0,0,1,67,partner,focal,"<,,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,45,2,2855,63.0,,0,4777b2a4d057b55b9296f6bff62079b72c7d3a5ab83a3a6bb8ff5a3c3a5d3a3c5affb86b3a3ab85a3a7d2cb77920f6bff696925bb557d0a4b27747449e3b3b9e,1,128261,83449,p2,,2c7e2c7d7d2c5d163a3a3c3a5a39ff7ab83a6b7b3a3b3c7f7ed40fb9047e7d7d7d7d7d2e287f757de07c7d3c1fff7d2c7d3c2cb42c2c3d3d0cd7872cf57d3c3c,",,}},]<{<}}}}}.}}<},}<,,,,}<<",f47b9e3b3bfd3be19efa44ce477d77b4b22fa4d5d062573bb55aefdd5b4a0dbd92dbe8c69658cc71f65ec11ebff78a95f689202020604c80793c7944b744f6b7,{}[<,4777b2a4d057b55b9296f6bff62079b72c7d3a5ab83a3a6bb8ff5a3c3a5d3a3c5affb86b3a3ab85a3a7d2cb77920f6bff696925bb557d0a4b27747449e3b3b9e,"[,}<]<},[",step_cap,8192,1,0,0,1,71,partner,focal,"<,,}},",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,49,1,467,64.0,504,0,015b7bb2377f2e57b11406a93843723e5d2ea1d942544277d98fa18e2ef45d61615df42e8ea18fd977425442d9a12e5d3e724338a90614b1572e7f37b27b5b01,1,53653,23902,p2,,618c5d01f4592ea68e97a1ab8fb0d9ad779042de5444f82da9e8f3aff01b99f47a1274ff54670dcb4ea473cb7c2b15c0c111899b61fed38326e32d5e5bff093b,].-+-[,0101d97f5b297bdcccd4499c1638b2b31d1c37adc4497f3d03832eaa7fd35758f753b1fff0981474051f06d7b450a99802ea38f80b864358d5fb72c025283e3e,[{.>>,015b7bb2377f2e57b11406a93843723e5d2ea1d942544277d98fa18e2ef45d61615df42e8ea18fd977425442d9a12e5d3e724338a90614b1572e7f37b27b5b01,[{.>]..]]..]>.{[,step_cap,8192,1,0,0,1,67,partner,focal,{.>>,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,49,2,504,62.0,504,0,3e3e51515555e8e83d3d0202015b7bb2377f2e57b11406a93843723e5d2ea1d942544277d977425442d9a12e5d3e724338a90614b1572e7f37b27b5b0160a27d,1,120376,123743,p2,,3eba28ef5fd0f8c777593abf73bef89a7b71509d5c078d6105b4525205114e8ed464868917af36b874ed5d98f09811ee529e0f8bfa87810a5f9221fbef1ff0f0,>{],af7d7da260015b7bb2377f2e57b11406a93843723e5d2ea1d942544277d977425442d9a12e5d3e724338a90614b1572e7f37b27b5b0102023d3de8e855555151,}}[{.>]..]>.{[,3e3e51515555e8e83d3d0202015b7bb2377f2e57b11406a93843723e5d2ea1d942544277d977425442d9a12e5d3e724338a90614b1572e7f37b27b5b0160a27d,>>[{.>]..]>.{[},step_cap,8192,1,0,0,0,,,,,,,,,,NO_PROTO_FOUND
R,56,1,3025,63.0,,0,8aab5b5bab5b5bab5b93aba3b22ee03e3a26d35a268126817b268a5a26d35a265d265ad3265a8a267b812681265ad3263a3ee02eb2a3ab935bab5b5bab5b5bab,1,127620,106998,p2,,265daa26815a51d38a26515a268a40266a7b3f812826673c269b3f262626a6585126aa81518a5126406a3f2867263f26a651aa5151403f673f504d5050bc5e50,]{<,8a8a8aab3c7dab5b5bab2c5bab775bab5bffab5b5bab5b5bab5bc1ab5b5bab5b5bab9393ab5b5bab5b5baba31f0366b23a337b2e3ee542e0a83e2e3e6a3c553a,"<}[[,[[[[[[[[[[[[[[[[{.>>.><",8aab5b5bab5b5bab5b93aba3b22ee03e3a26d35a268126817b268a5a26d35a265d265ad3265a8a267b812681265ad3263a3ee02eb2a3ab935bab5b5bab5b5bab,[[[[[.>{]{>.[[[[[,step_cap,8192,1,0,0,1,66,partner,focal,{.>>.><,2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,56,2,3067,63.0,,0,80e27b339178575b5a7c427b9dbc2e15a0e49cb7e2e3ea7430709c42dd3e5d5b5b5b5d3edd429c703074eae3e2b79ce4a0152ebc9d7b427c5a5b577891337be2,1,24685,72460,p2,,5d285b5b5b3c3b5b5b5b3b3c5b5b5b963b5b5b5b3c755b5b5b753c5b5b5b3c755b5b5b753c5b5b5b3c755b5b5b75975b5b5b3df0f05b5b292176a43c2c7f2b7b,"][[[<[[[<[[[[[[<[[[<[[[<[[[<[[[<[[[[[[[[<,+{",f9d1d7068065e2a07b4a33b191d47823575a5b5a5abe7ca842a67b429deabcd42eb8153ca079e43a9cf9b7f9e283e3bdeadd74f3305c70709c9d423cdd3c3e41,{[{.<<<>,80e27b339178575b5a7c427b9dbc2e15a0e49cb7e2e3ea7430709c42dd3e5d5b5b5b5d3edd429c703074eae3e2b79ce4a0152ebc9d7b427c5a5b577891337be2,{[{.>][[[]>.{[{,step_cap,8192,1,0,0,1,65,partner,focal,{.<<<>,-2,-1,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,57,1,1858,63.0,9582,0,84efbd3c335b0606060661e493e0e27d18f23d3d2c3d2c3d3d4b3d3cf235185d5d1835f23c3d4b3d3d2c3d2c3d3df2187de2e093e461060606065b333cbdef84,1,46692,89902,p2,,5df818dc3512f2ea3c3d3dd94b3d3d493d3d2c3d3d3c3d3d3d3d3d023d3c3d3d3d3a3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3a9f544954d849ba,"]<,<<",fc8f84643d90ef64d664bd9899403ccc3d3d339795bc5bbc06bc06bc06bc06bc06bc06bc06bc06bc06bc6130261ee4ff07f7938ae021e02ce03ce2285a387d7d,"<[,<}}",84efbd3c335b0606060661e493e0e27d18f23d3d2c3d2c3d3d4b3d3cf235185d5d1835f23c3d4b3d3d2c3d2c3d3df2187de2e093e461060606065b333cbdef84,"<[},,<]]<,,}[<",step_cap,8192,1,0,0,1,65,partner,focal,",<}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,57,2,2391,64.0,9582,0,5b5b5b4f5b5b953c8675eb96622c7d5dfefefefefefefefefefefefefefe5d5dfefefefefefefefefefefefefefe5d7d2c6296eb75863c955b5b4f5b5b5ba63d,1,3746,92120,p2,,5d13fefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefefed6feffd6fe57b719b28dd9d68d3d3d,],a63c5b5b5b5b5b4f5b5b5b5b5b165b5b4f535b105b275b975b94373f95e0c2823c5e94d08671751375b05050eba5325596fc9696622c96962c5050967d7d50a6,"<[[[[[[[[[[[[[[[[<,,}}",5b5b5b4f5b5b953c8675eb96622c7d5dfefefefefefefefefefefefefefe5d5dfefefefefefefefefefefefefefe5d7d2c6296eb75863c955b5b4f5b5b5ba63d,"[[[[[<,}]]]]},<[[[[[",step_cap,8192,1,0,0,1,65,partner,focal,"<,,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,58,1,1934,63.0,12377,0,5b5bacac5bacacacacac3aac3c7dac7d7b412c3869a63d40a630691238e72c46415d41462ce738126930a6403da669382c417b7dac7d3cac3aacacacacac5bac,1,21701,121738,p2,,5d5c414146c72c50e71c38d3122b693c3040a63f40943d8c0ea6d4561bbc340c38d03e809ccc3d9bdc9611f2c97a26bcc896e3633cdfdc3e72503f3cdc3c3c00,"],+<><><<<0",5bcd5b3a5bacac3f5b3fac5bac3e5b5b5bacacacacacaccdacacacacacacac11acacacacac3a3adaacacacacd4ac3c7facac7dac7dd4acd42c587d007d7b7b00,"[[[[[>[[[<}},}0}{{0",5b5bacac5bacacacacac3aac3c7dac7d7b412c3869a63d40a630691238e72c46415d41462ce738126930a6403da669382c417b7dac7d3cac3aacacacacac5bac,"[[[<}}{,,],,{}}<[",step_cap,8192,1,0,0,1,65,partner,focal,"<}},}}{{",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,58,2,2155,62.0,12377,0,2cb405169e4dff7f5bbef413b7ff677d7625252525622525252c2525253c765d5d763c2525252c2525256225252525767d67ffb713f4be5b7fff4d9e1605b42c,1,82390,79422,p2,,5d2c76103cb22525252525b12c2c2576257525256275252425253a25252525252525252525910733fd813e284dc4645c4141265b2ca848302c8d3d3d97153c2c,"],<,,>[,,<,",16681f675721b45cff900542161616d5ff3c9ea5e1e14d0743c6ffc6f5ab7f861b225b4934ebbe4830ccf47f13db13ed9eb4b7eed0c0ffffffff673c7e7d7d2c,"<[<}},",2cb405169e4dff7f5bbef413b7ff677d7625252525622525252c2525253c765d5d763c2525252c2525256225252525767d67ffb713f4be5b7fff4d9e1605b42c,",[},<]]<,}[,",step_cap,8192,1,0,0,1,65,partner,focal,"<}},",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,60,1,2078,63.0,6475,0,58014088e4265b21badc49670e0c3c7d2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c5d7d5d2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c7d3c0c0e6749dcba215b26e4884001,1,112590,46932,p2,,5d2c2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2d2c2db32d2c2d2c2d2c2d2c81bf3b3b573c3c,"],,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,--,-,-,-,<<",d56858dbc7650147c7224040fc28880e6858e45b5e9b26fbac175b5aeb232158ca16ba29f615dc3d383f49690ef467859e0e0e0ebab30c50131a3c2c137d7d56,"[[<,}}",58014088e4265b21badc49670e0c3c7d2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c5d7d5d2c2c2c2c2c2c2c2c2c2c2c2c2c2c2c7d3c0c0e6749dcba215b26e4884001,"[<},,,,,,,,,,,,,,,]}],,,,,,,,,,,,,,,}<[",step_cap,8192,1,0,0,1,65,partner,focal,"<,}}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
R,60,2,2249,62.0,6475,0,5b5b5b5b5b5b5b5b5b5b5b5be67d3c742ccde9c4c49ae931cd672c5c745d5d745c2c67cd31e99ac4c4e9cd2c743c7de65b5b5b5b5b5b5b5b5b5b5b5b7dc23cdb,1,120865,44523,p2,,5da874375c1b2c3767c4cdf2318ae95b9a2ec46337e433b1684a01c64abd58e2bd3c53efd8a9d33e4107f076c5b7f02b1b363d09093c3c3d3d09db5cdb9d3cdb,"],[.<>+<<<",c25b3c5bcf5b5b3c3c5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b5b365b6d10c1e6462c3c7d3e79b23c7d,"[<[[[<<[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[,<}><}",5b5b5b5b5b5b5b5b5b5b5b5be67d3c742ccde9c4c49ae931cd672c5c745d5d745c2c67cd31e99ac4c4e9cd2c743c7de65b5b5b5b5b5b5b5b5b5b5b5b7dc23cdb,"[[[[[[[[[[[[}<,,]],,<}[[[[[[[[[[[[}<",step_cap,8192,1,0,0,1,65,partner,focal,",<}><}",-1,2,0,0,0,CROSS_TAPE_FOCAL_CLOSE
